feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
-6.943823123379742,51.993290626328886,26.222862056274522,34.06496528899834,-7.501516892690652,57.952525144366696,9.905189422872837,96.21648172426855
9.208457960288971,-5.283804837758225,48.57647032850101,34.656914338479964,8.239762900619077,107.35399942598723,314.5862389236864,178.72123091276904
28.44612140883886,39.04772427575896,-0.27641621724666177,-60.05581984067211,27.205435747000887,-0.6108798401151225,6.476916627305302,-5.684095498999785
-5.5280847549939125,-5.791997939358607,16.91091414888797,14.90669354708887,-6.34639696486669,37.37312026904241,22.676894588259003,8.530369644401805
35.618799228944916,11.34649763067558,53.456075833359506,36.4308839193007,39.32392341540844,118.1379275917245,156.96482818441712,229.66402792297524
-35.44235405947444,63.66226184091483,-48.65006077367469,-90.95505047631346,-35.43813219886704,-107.51663430982106,-144.08610876317942,-305.9581763989905
-32.52439182977082,1.891404128983176,-22.807218094341486,81.9815209967683,-32.41656077480106,-50.40395198849468,5.879529885427843,-38.932186064223174
10.24557322907811,-23.170429897659574,-9.644460166180785,89.2460876276123,10.592017356006997,-21.314256967259535,-91.49263966028404,88.81072023555048
-6.885790287975157,2.221647808429347,-2.8794445392537575,39.315611432863456,-8.238807305401382,-6.3635724317508044,18.93448928171607,0.042057121917465246
15.566059670837026,15.93124461678416,-41.127906047355054,80.58972060112853,14.473304717673761,-90.89267236465467,-60.22501078111932,19.697069778469167
-30.672517312161805,-29.291391113436497,66.00141269660354,-2.657840391355437,-30.767026603477525,145.8631220594938,253.48640983565207,71.47648801952123
1.6482294634662384,23.21435693666804,-74.27835303474954,-70.36589285752558,2.3944517206532057,-164.1551602067965,-306.86848705788987,-302.70374568494674
-24.309161775685904,7.522796829598629,6.2775161896650555,-27.466524165863817,-24.36360459726577,13.873310779159773,-24.39303412755148,-89.15387368551534
36.348513732485216,-29.06206281502866,83.5836329770268,3.203008117617135,36.39262398644035,184.71982887922923,411.1451313549242,290.90318832027106
-17.535054000822495,-25.338633118241816,-18.2719752475247,15.78663520970717,-18.871345976324697,-40.381065297029586,-214.10438883934404,-95.87231473108898
16.3718633596952,41.65841105362106,-46.716429120616354,-1.8049943990358681,15.10338590571385,-103.24330835656214,-324.7459293251466,-81.3485243914839
-12.286998019185718,38.192233751898044,57.9276482602828,-18.25165323894295,-11.564697630245279,128.02010265522497,224.53749338362388,80.03500483943107
38.16541963838756,-5.748582703648113,4.767904831102229,-66.25150932147542,39.99669799452456,10.537069676735927,18.400657626781445,2.7772701566075737
