feature_1,feature_2,target
-2.1458686324862404,2.1583056583460003,0.0
2.7149091553636158,-0.8686757597823093,0.0
-0.3438622490083637,-3.0264081174456656,0.0
-1.6329443628114764,-1.1655013992833672,0.0
1.6091807227922896,2.4007468988749463,0.0
1.7701513879441768,2.6400348720192084,0.0
3.492705850165075,1.33444021234292,0.0
1.8277102160852423,-2.0425023172530423,0.0
-2.0892678963847984,-1.540420178047561,0.0
-0.7158746586001118,-2.65427812693343,0.0
3.4288213970836106,0.4459601319413852,0.0
3.107989412231392,-0.5947053602097743,0.0
1.3542825359393147,-2.376299574953143,0.0
0.7634468149281618,3.1658825190758115,0.0
1.266290547820644,2.7731023978914067,0.0
1.415777968352324,3.183720464385645,0.0
-0.8854311492043353,2.4966121114507,0.0
-2.801926693210328,-0.4393870579118117,0.0
-2.5514863909976344,1.1627682220010878,0.0
-0.581039090053594,2.1925596302688954,0.0
-2.4020966027310995,-2.034751716294555,0.0
2.003134235242097,2.4057548744466786,0.0
-0.7858255107510095,2.8979001317229702,0.0
-1.9248005637104024,2.145958799837725,0.0
-2.205545023385341,0.6247219445737403,0.0
0.6115588673386543,-2.7218184005136123,0.0
0.8796109047614882,2.6884018331722497,0.0
-2.5884740333692147,-0.2321262050822276,0.0
-2.440880187059197,-1.6014837019528905,0.0
3.066616062415786,0.921321208862715,0.0
-3.0766147369715537,-2.4662570379752378,0.0
1.4783953537404997,2.7102951812888034,0.0
2.8710449502748854,1.2435172361530566,0.0
2.81128836821292,-0.9352569230140988,0.0
1.993221838756864,-0.4372342618901462,0.0
1.071474427474144,-2.7879341224855256,0.0
-1.0194932365873144,2.85345949505564,0.0
3.459466221464023,2.4369469067227416,0.0
-1.1660750580422858,-2.659405337638697,0.0
-2.930625259066012,1.1570697117469737,0.0
2.1479283816117976,2.069437021291011,0.0
-2.414551849278494,0.073193873997543,0.0
3.4883677742851424,0.7656825133291165,0.0
2.842672625564876,-1.8210882085543796,0.0
-0.1872228910066269,3.390350470898686,0.0
-1.329614992613616,-2.170416548215432,0.0
-1.3994950080396826,3.4266243775732086,0.0
-2.280822218882566,-0.2891252635757159,0.0
-3.152602395924897,-0.9527695034715026,0.0
1.6298474126114186,3.756925372055512,0.0
2.4591328606774825,-0.475759551659207,0.0
0.4272484491335276,-2.6830465619409205,0.0
2.8321075769346864,-1.131637471354241,0.0
2.169724603147976,-1.6867839570370868,0.0
-1.816891184117705,-1.2837661005761185,0.0
2.675990490761344,-1.4303632539154194,0.0
2.096953861411938,1.303071623887312,0.0
1.0775976998046313,3.052152181145306,0.0
2.438407807910145,0.7122007373244804,0.0
-1.7207766358695171,3.3599561231454307,0.0
-1.995899039824062,1.6792851383280814,0.0
-0.3796780958806683,2.8134659940981304,0.0
1.6174857863144485,-2.998290170900569,0.0
-1.4821863494929886,1.86796344114182,0.0
-0.6014036940358979,3.055098673705138,0.0
-3.5228889301935715,-0.9684200500739032,0.0
1.3900972280773276,1.7003471940038906,0.0
0.9960833858050052,-2.927497545609438,0.0
2.792799017559416,1.413084143620267,0.0
3.3794084969266125,-0.2790673340623574,0.0
0.3317782675822576,-2.358300831915072,0.0
0.7409624231118935,2.219348162196013,0.0
3.2590081262622945,0.1131215244180943,0.0
1.2587893044176974,-2.8859060069269447,0.0
-0.8368338007414987,-3.011125106665741,0.0
-0.4173415213741792,-3.1456600696028696,0.0
0.3544381436328913,-2.636267786681026,0.0
2.7849311536208163,1.3980003598127144,0.0
-1.982212900610196,2.443669843739516,0.0
1.9728388297049932,1.758529836266135,0.0
2.565526202844915,-2.980885349616752,0.0
-2.3131893041383647,-2.2642401407956227,0.0
-1.170173455985724,2.100377251093312,0.0
3.0663891868668083,1.294095761843122,0.0
-0.9393731735903742,2.330457920586867,0.0
-1.5441177437981115,3.021891749860886,0.0
-0.4573905543568097,-3.5499530344402106,0.0
-1.6811376888828744,-1.9697992240013196,0.0
2.6434108878740896,-2.2659502768598268,0.0
-3.1576526564272545,0.5569286359831354,0.0
2.492478770087668,2.328663948986259,0.0
-0.90375829233144,-3.843573311615809,0.0
0.194829890113829,-2.870702143688628,0.0
-2.431098799941995,-0.9851800257887946,0.0
0.3356565245385664,-2.533100943268177,0.0
-2.590125494771734,0.1010231245854716,0.0
-2.931291146688695,-0.4215604980317876,0.0
-2.847624064933535,1.3941267075634365,0.0
3.098403532564223,0.4991065988264151,0.0
2.658813478231684,2.140868671112979,0.0
0.013001891877907,1.4535340771573169,1.0
-0.2646568332379561,2.720169166589619,1.0
0.6256673477650062,-0.8571575564162826,1.0
-1.0708924980611123,0.4824724152431853,1.0
-0.2234627853258509,0.714000494092092,1.0
0.4732376245735448,-0.0728289126568727,1.0
-0.846793718068405,-1.5148472246858646,1.0
-0.4465149520670211,0.8563987943234723,1.0
0.2140937441302039,-1.245738778711988,1.0
0.173180925851182,0.3853173797288368,1.0
-0.883857436201133,0.1537251059455279,1.0
0.0582087184459998,-1.142970297830623,1.0
0.3577873603482833,0.5607845263682344,1.0
1.083051243175277,1.053802052034903,1.0
-1.377669367957091,-0.9378250399151228,1.0
0.5150352672086598,0.5137859509122088,1.0
0.5150476863060479,3.852731490654721,1.0
0.570890510693167,1.135565640180599,1.0
0.9540017634932024,0.651391251305798,1.0
-0.3152692446403456,0.7589692204932674,1.0
-0.7728252145375718,-0.2368186067400088,1.0
-0.4853635478291034,0.0818741393863225,1.0
2.3146585666735087,-1.867265192591748,1.0
0.6862601903745135,-1.6127158711896517,1.0
-0.4719318657894334,1.088950596967366,1.0
0.0642800190954627,-1.077744777929306,1.0
-0.7153037092599682,0.6795977489346758,1.0
